datetime,consommation,production_solaire,production_eolienne,temperature,vent,humidite,ferie,jour_semaine
2024-04-15 20:00,416.1,0.0,119.9,12.7,1.17,61.6,0,1
2024-04-15 21:00,445.5,0.0,110.5,10.1,0.5,57.1,0,1
2024-04-15 22:00,368.5,0.0,147.9,12.0,2.44,71.1,0,1
2024-04-15 23:00,392.7,0.0,164.6,11.8,3.23,81.0,0,1
2024-04-16 00:00,377.1,0.0,159.2,12.1,3.48,70.5,0,2
2024-04-16 01:00,374.5,0.0,159.8,10.0,4.03,73.6,0,2
2024-04-16 02:00,391.9,0.0,200.5,11.4,4.6,74.3,0,2
2024-04-16 03:00,363.1,0.0,196.0,10.0,4.44,73.8,0,2
2024-04-16 04:00,391.4,0.0,184.1,13.1,4.84,62.6,0,2
2024-04-16 05:00,356.4,0.0,171.2,15.3,5.06,82.2,0,2
2024-04-16 06:00,383.8,0.0,223.0,17.4,5.68,76.2,0,2
2024-04-16 07:00,419.1,157.9,190.9,16.9,4.41,65.0,0,2
2024-04-16 08:00,387.5,218.9,161.4,19.5,3.48,42.6,0,2
2024-04-16 09:00,380.0,318.1,136.9,22.3,2.28,56.4,0,2
2024-04-16 10:00,368.2,385.2,131.4,23.4,2.5,36.4,0,2
2024-04-16 11:00,384.7,437.6,119.1,22.1,0.94,43.4,0,2
2024-04-16 12:00,384.8,441.3,81.8,23.7,0.73,32.6,0,2
2024-04-16 13:00,397.4,453.2,107.0,23.5,0.73,37.3,0,2
2024-04-16 14:00,391.1,407.8,99.6,23.5,0.5,27.8,0,2
2024-04-16 15:00,354.0,283.8,95.5,21.0,0.5,35.1,0,2
2024-04-16 16:00,371.8,246.8,104.3,18.1,0.5,32.3,0,2
2024-04-16 17:00,398.7,115.3,107.7,19.4,0.5,29.4,0,2
2024-04-16 18:00,386.8,0.0,92.3,14.9,0.5,48.2,0,2
2024-04-16 19:00,413.8,0.0,107.4,17.4,0.5,60.0,0,2
2024-04-16 20:00,427.1,0.0,109.4,12.8,0.86,51.2,0,2
2024-04-16 21:00,425.9,0.0,116.8,10.0,1.67,57.9,0,2
2024-04-16 22:00,394.1,0.0,131.3,10.0,1.89,84.4,0,2
2024-04-16 23:00,358.7,0.0,162.5,10.0,2.79,76.5,0,2
2024-04-17 00:00,380.4,0.0,183.2,11.4,3.93,79.7,0,3
2024-04-17 01:00,381.8,0.0,191.5,11.4,3.91,75.1,0,3
2024-04-17 02:00,380.9,0.0,173.5,10.0,3.72,81.2,0,3
2024-04-17 03:00,351.2,0.0,186.5,12.5,4.76,89.6,0,3
2024-04-17 04:00,409.9,0.0,178.5,13.3,4.01,75.4,0,3
2024-04-17 05:00,373.2,0.0,177.9,15.6,4.14,68.4,0,3
2024-04-17 06:00,384.4,7.5,209.9,19.6,4.93,59.7,0,3
2024-04-17 07:00,377.4,113.0,171.9,22.0,3.51,55.8,0,3
2024-04-17 08:00,402.7,212.5,186.9,22.5,3.45,52.8,0,3
2024-04-17 09:00,380.1,315.3,149.9,18.7,2.89,62.7,0,3
2024-04-17 10:00,407.6,368.4,149.5,22.7,2.82,27.0,0,3
2024-04-17 11:00,388.3,465.0,111.1,22.9,1.58,26.1,0,3
2024-04-17 12:00,380.3,440.4,105.9,24.4,0.5,36.3,0,3
2024-04-17 13:00,356.7,420.3,105.7,27.4,0.5,35.9,0,3
2024-04-17 14:00,380.0,371.0,107.0,26.0,0.5,27.8,0,3
2024-04-17 15:00,384.8,311.6,100.3,23.7,0.5,27.6,0,3
2024-04-17 16:00,368.3,236.2,99.2,24.7,0.5,30.8,0,3
2024-04-17 17:00,369.2,88.5,111.1,17.5,0.5,47.3,0,3
2024-04-17 18:00,396.1,0.0,108.3,15.6,0.5,28.7,0,3
2024-04-17 19:00,442.4,0.0,102.1,15.2,0.5,45.7,0,3
2024-04-17 20:00,459.1,0.0,128.1,14.7,1.69,44.1,0,3
2024-04-17 21:00,446.6,0.0,99.7,10.3,0.5,60.1,0,3
2024-04-17 22:00,357.5,0.0,118.5,14.0,1.13,67.4,0,3
2024-04-17 23:00,383.6,0.0,149.9,12.0,2.52,54.4,0,3
2024-04-18 00:00,392.2,0.0,195.2,10.8,4.24,69.2,0,4
2024-04-18 01:00,378.5,0.0,188.4,10.0,4.31,75.6,0,4
2024-04-18 02:00,360.4,0.0,171.4,10.0,4.19,80.2,0,4
2024-04-18 03:00,388.3,0.0,165.3,13.4,4.21,83.8,0,4
2024-04-18 04:00,371.6,0.0,220.4,12.1,5.72,69.8,0,4
2024-04-18 05:00,405.6,0.0,211.8,16.8,4.75,68.5,0,4
2024-04-18 06:00,365.1,7.8,196.5,19.0,4.65,61.8,0,4
2024-04-18 07:00,418.9,101.5,185.4,21.6,4.51,50.9,0,4
2024-04-18 08:00,410.9,222.3,198.7,21.0,4.7,76.8,0,4
2024-04-18 09:00,384.1,325.7,153.5,23.7,2.58,61.1,0,4
2024-04-18 10:00,370.0,373.2,149.5,23.9,2.5,38.2,0,4
2024-04-18 11:00,379.9,444.7,112.0,25.3,1.5,49.0,0,4
2024-04-18 12:00,374.7,448.9,95.0,23.2,0.92,39.3,0,4
2024-04-18 13:00,389.0,435.4,101.1,23.0,0.5,34.9,0,4
2024-04-18 14:00,388.9,381.8,79.5,21.7,0.5,32.9,0,4
2024-04-18 15:00,392.5,312.3,111.6,24.1,0.5,24.8,0,4
2024-04-18 16:00,401.8,228.9,97.3,21.7,0.5,23.8,0,4
2024-04-18 17:00,361.5,96.2,85.8,19.1,0.5,40.2,0,4
2024-04-18 18:00,370.4,0.0,89.8,19.2,0.5,53.2,0,4
2024-04-18 19:00,432.9,0.0,106.0,17.7,0.5,44.7,0,4
2024-04-18 20:00,406.1,0.0,116.0,15.7,1.37,52.5,0,4
2024-04-18 21:00,436.2,0.0,103.7,12.6,0.65,54.8,0,4
2024-04-18 22:00,363.4,0.0,132.9,11.0,1.54,65.9,0,4
2024-04-18 23:00,353.1,0.0,120.2,12.3,1.67,66.2,0,4
2024-04-19 00:00,361.9,0.0,149.9,10.0,2.63,70.2,0,5
2024-04-19 01:00,370.2,0.0,168.4,10.4,3.69,80.4,0,5
2024-04-19 02:00,394.9,0.0,217.0,14.3,5.4,70.9,0,5
2024-04-19 03:00,359.8,0.0,199.4,10.0,5.39,89.9,0,5
2024-04-19 04:00,386.1,0.0,207.5,15.5,5.16,80.5,0,5
2024-04-19 05:00,375.9,0.0,211.1,12.5,5.53,80.9,0,5
2024-04-19 06:00,378.9,16.9,194.6,13.9,4.91,71.5,0,5
2024-04-19 07:00,396.9,119.8,163.5,19.9,3.51,61.3,0,5
2024-04-19 08:00,371.1,251.2,191.7,20.2,4.0,51.9,0,5
2024-04-19 09:00,384.7,322.6,157.8,19.4,3.19,45.0,0,5
2024-04-19 10:00,365.0,388.7,117.7,21.5,1.59,36.1,0,5
2024-04-19 11:00,384.3,442.2,141.3,25.1,2.12,33.3,0,5
2024-04-19 12:00,357.7,463.0,119.7,24.2,0.95,36.7,0,5
2024-04-19 13:00,376.2,450.8,124.6,22.2,0.5,35.6,0,5
2024-04-19 14:00,393.0,386.2,115.5,21.5,0.5,32.1,0,5
2024-04-19 15:00,410.9,348.1,93.3,19.3,0.5,26.6,0,5
2024-04-19 16:00,379.2,225.4,81.8,19.4,0.5,30.6,0,5
2024-04-19 17:00,406.0,97.6,109.1,18.8,0.5,33.9,0,5
2024-04-19 18:00,386.1,8.6,110.7,16.4,0.5,48.0,0,5
2024-04-19 19:00,415.1,0.0,130.5,14.5,0.5,40.9,0,5
2024-04-19 20:00,438.7,0.0,106.5,16.0,0.5,45.7,0,5
2024-04-19 21:00,435.9,0.0,114.4,13.1,1.07,60.6,0,5
2024-04-19 22:00,383.2,0.0,160.8,10.0,1.86,61.5,0,5
2024-04-19 23:00,388.7,0.0,151.1,11.0,2.59,79.1,0,5
2024-04-20 00:00,438.5,0.0,184.9,11.2,4.73,68.7,1,6
2024-04-20 01:00,424.7,0.0,178.3,11.3,3.57,76.2,1,6
2024-04-20 02:00,417.2,0.0,162.1,12.8,3.85,80.4,1,6
2024-04-20 03:00,437.8,0.0,179.9,11.6,4.71,95.0,1,6
2024-04-20 04:00,401.5,0.0,194.7,12.4,5.61,91.3,1,6
2024-04-20 05:00,439.6,0.0,176.5,18.9,5.13,66.6,1,6
2024-04-20 06:00,411.7,1.3,186.2,17.0,4.79,74.0,1,6
2024-04-20 07:00,432.1,126.2,177.4,19.3,3.58,58.6,1,6
2024-04-20 08:00,444.6,224.2,193.7,20.0,3.52,44.9,1,6
2024-04-20 09:00,435.1,344.6,174.1,19.7,3.65,55.5,1,6
2024-04-20 10:00,449.7,380.3,120.1,23.8,1.97,51.1,1,6
2024-04-20 11:00,452.3,427.8,105.9,23.4,0.74,36.9,1,6
2024-04-20 12:00,419.1,453.2,124.2,24.1,1.01,20.0,1,6
2024-04-20 13:00,418.6,416.8,94.8,22.8,0.5,35.2,1,6
2024-04-20 14:00,446.1,408.8,107.5,22.7,0.5,20.0,1,6
2024-04-20 15:00,440.8,328.2,93.7,19.7,0.5,30.8,1,6
2024-04-20 16:00,442.7,236.8,101.8,20.7,0.5,43.5,1,6
2024-04-20 17:00,455.3,126.9,96.6,21.6,0.5,31.3,1,6
2024-04-20 18:00,433.6,4.7,118.0,16.0,0.5,45.7,1,6
2024-04-20 19:00,461.4,0.0,105.0,17.3,0.5,55.1,1,6
2024-04-20 20:00,468.3,0.0,90.1,17.1,0.5,49.1,1,6
2024-04-20 21:00,480.3,0.0,121.1,10.5,1.0,51.6,1,6
2024-04-20 22:00,448.6,0.0,147.5,10.0,2.91,71.1,1,6
2024-04-20 23:00,433.1,0.0,142.2,11.9,2.12,78.9,1,6
2024-04-21 00:00,412.9,0.0,159.8,10.0,2.96,80.8,1,7
2024-04-21 01:00,439.9,0.0,198.1,10.0,4.63,70.5,1,7
2024-04-21 02:00,420.3,0.0,188.8,10.0,4.95,81.8,1,7
2024-04-21 03:00,431.7,0.0,199.7,10.0,5.11,68.2,1,7
2024-04-21 04:00,443.2,0.0,199.4,14.9,4.82,74.3,1,7
2024-04-21 05:00,443.6,0.0,210.1,15.8,5.18,61.9,1,7
2024-04-21 06:00,427.6,5.0,202.2,15.0,4.45,67.2,1,7
2024-04-21 07:00,473.9,122.3,174.3,21.0,3.33,65.8,1,7
2024-04-21 08:00,468.8,227.2,180.8,24.5,4.11,56.7,1,7
2024-04-21 09:00,457.6,325.7,157.7,21.2,3.71,42.8,1,7
2024-04-21 10:00,445.9,380.8,107.5,23.8,0.74,46.9,1,7
2024-04-21 11:00,456.7,464.1,110.3,27.7,0.92,29.9,1,7
2024-04-21 12:00,421.3,468.5,135.6,26.0,1.3,28.2,1,7
2024-04-21 13:00,420.4,429.6,104.4,24.9,0.5,44.8,1,7
2024-04-21 14:00,438.3,390.4,106.6,26.2,0.5,32.9,1,7
2024-04-21 15:00,409.3,324.0,99.0,16.9,0.5,32.5,1,7
2024-04-21 16:00,427.3,223.9,96.5,24.0,0.5,30.1,1,7
2024-04-21 17:00,441.2,125.9,93.0,19.2,0.5,29.4,1,7
2024-04-21 18:00,444.8,0.0,105.5,18.8,0.5,44.3,1,7
2024-04-21 19:00,466.6,0.0,99.2,14.2,0.5,47.1,1,7
2024-04-21 20:00,475.4,0.0,98.6,10.4,0.5,53.0,1,7
2024-04-21 21:00,468.3,0.0,111.2,11.9,1.51,67.6,1,7
2024-04-21 22:00,416.1,0.0,114.6,10.0,1.71,65.0,1,7
2024-04-21 23:00,420.0,0.0,149.3,10.0,2.89,76.8,1,7
2024-04-22 00:00,390.3,0.0,148.7,10.0,3.48,70.7,0,1
2024-04-22 01:00,428.5,0.0,188.1,10.0,4.3,80.4,0,1
2024-04-22 02:00,378.5,0.0,181.6,10.0,4.54,67.6,0,1
2024-04-22 03:00,368.6,0.0,207.9,13.9,4.57,78.3,0,1
2024-04-22 04:00,388.7,0.0,227.9,12.9,6.1,82.3,0,1
2024-04-22 05:00,395.2,0.0,171.8,16.0,3.74,70.7,0,1
2024-04-22 06:00,402.4,0.0,200.0,14.2,4.57,79.4,0,1
2024-04-22 07:00,428.1,112.4,155.7,18.1,3.1,55.0,0,1
2024-04-22 08:00,439.9,222.6,195.1,19.9,4.64,66.4,0,1
2024-04-22 09:00,383.9,301.7,164.7,18.9,3.66,40.4,0,1
2024-04-22 10:00,370.1,402.2,114.9,21.4,1.64,38.7,0,1
2024-04-22 11:00,367.1,431.2,144.8,24.2,1.95,33.7,0,1
2024-04-22 12:00,360.2,460.2,105.1,24.4,0.5,36.7,0,1
2024-04-22 13:00,389.6,453.1,94.6,23.1,0.5,24.6,0,1
2024-04-22 14:00,379.4,376.1,91.6,24.0,0.5,25.9,0,1
2024-04-22 15:00,339.7,286.4,94.9,20.6,0.5,29.5,0,1
2024-04-22 16:00,370.5,245.8,97.1,21.4,0.5,29.9,0,1
2024-04-22 17:00,393.8,119.7,106.1,19.6,0.5,22.4,0,1
2024-04-22 18:00,374.8,4.3,100.5,24.9,0.5,54.6,0,1
2024-04-22 19:00,402.7,0.0,108.5,14.3,0.5,50.8,0,1
2024-04-22 20:00,452.6,0.0,95.6,12.7,0.5,51.8,0,1
2024-04-22 21:00,442.3,0.0,125.8,12.8,0.78,66.8,0,1
2024-04-22 22:00,403.3,0.0,135.6,10.6,2.4,68.2,0,1
2024-04-22 23:00,381.7,0.0,151.0,11.7,2.66,72.2,0,1
2024-04-23 00:00,397.7,0.0,178.5,10.0,3.63,87.7,0,2
2024-04-23 01:00,395.8,0.0,183.7,10.0,3.59,85.8,0,2
2024-04-23 02:00,372.9,0.0,198.1,10.0,4.46,68.5,0,2
2024-04-23 03:00,385.8,0.0,194.7,11.1,5.28,77.8,0,2
2024-04-23 04:00,350.7,0.0,172.6,13.7,3.21,75.3,0,2
2024-04-23 05:00,362.9,0.0,221.4,16.7,5.18,83.3,0,2
2024-04-23 06:00,360.1,0.0,181.9,18.9,4.46,75.4,0,2
2024-04-23 07:00,395.3,121.8,161.0,17.8,3.49,70.0,0,2
2024-04-23 08:00,398.8,204.5,190.4,16.9,3.66,41.6,0,2
2024-04-23 09:00,364.8,326.4,154.5,23.8,2.84,57.4,0,2
2024-04-23 10:00,385.2,364.9,141.2,23.6,2.76,47.6,0,2
2024-04-23 11:00,423.4,457.4,124.2,23.5,1.28,29.4,0,2
2024-04-23 12:00,381.4,453.9,88.6,24.1,0.5,26.7,0,2
2024-04-23 13:00,364.5,428.5,119.9,24.4,0.5,20.0,0,2
2024-04-23 14:00,352.1,406.0,96.3,24.2,0.5,33.4,0,2
2024-04-23 15:00,354.9,309.4,111.4,21.8,0.5,21.8,0,2
2024-04-23 16:00,389.9,243.0,96.4,17.5,0.5,30.2,0,2
2024-04-23 17:00,373.0,119.3,105.5,18.0,0.5,24.2,0,2
2024-04-23 18:00,368.2,6.8,91.2,16.0,0.5,25.1,0,2
2024-04-23 19:00,433.1,0.0,91.4,15.3,0.5,46.1,0,2
2024-04-23 20:00,419.4,0.0,111.3,13.1,0.87,56.1,0,2
2024-04-23 21:00,423.9,0.0,105.3,13.5,0.5,69.6,0,2
2024-04-23 22:00,374.8,0.0,108.1,13.3,1.18,62.5,0,2
2024-04-23 23:00,383.7,0.0,127.8,13.7,2.26,68.8,0,2
2024-04-24 00:00,378.3,0.0,165.9,10.0,3.69,74.3,0,3
2024-04-24 01:00,380.3,0.0,187.2,10.0,4.31,91.4,0,3
2024-04-24 02:00,383.6,0.0,190.7,12.3,3.84,91.9,0,3
2024-04-24 03:00,390.0,0.0,224.1,10.6,5.99,84.6,0,3
2024-04-24 04:00,344.6,0.0,204.7,13.0,5.72,77.6,0,3
2024-04-24 05:00,401.9,0.0,182.3,14.8,5.08,72.3,0,3
2024-04-24 06:00,378.3,6.3,158.5,17.3,3.51,72.8,0,3
2024-04-24 07:00,397.7,125.2,187.4,21.4,4.75,65.6,0,3
2024-04-24 08:00,386.9,230.4,175.8,22.2,4.49,62.5,0,3
2024-04-24 09:00,359.1,314.0,154.0,23.1,3.05,35.4,0,3
2024-04-24 10:00,376.5,378.4,149.6,20.6,2.23,44.3,0,3
2024-04-24 11:00,388.8,429.3,109.1,27.1,0.93,33.0,0,3
2024-04-24 12:00,381.3,443.8,100.1,25.5,0.5,42.6,0,3
2024-04-24 13:00,380.7,441.3,110.5,23.7,0.5,41.3,0,3
2024-04-24 14:00,395.2,357.8,100.0,21.0,0.5,28.1,0,3
2024-04-24 15:00,367.3,307.5,99.9,20.7,0.5,34.1,0,3
2024-04-24 16:00,327.7,219.4,90.6,18.7,0.5,30.8,0,3
2024-04-24 17:00,403.9,121.2,94.9,15.5,0.5,38.1,0,3
2024-04-24 18:00,359.2,0.0,97.1,17.9,0.5,37.6,0,3
2024-04-24 19:00,413.0,0.0,107.1,15.5,0.5,45.6,0,3
2024-04-24 20:00,416.5,0.0,96.6,10.9,0.97,48.0,0,3
2024-04-24 21:00,447.6,0.0,135.0,11.0,1.81,65.1,0,3
2024-04-24 22:00,404.0,0.0,117.7,10.0,1.8,62.0,0,3
2024-04-24 23:00,372.6,0.0,170.0,12.0,3.31,85.5,0,3
2024-04-25 00:00,346.2,0.0,166.0,14.6,3.13,65.9,0,4
2024-04-25 01:00,383.3,0.0,180.0,10.0,3.9,82.2,0,4
2024-04-25 02:00,367.8,0.0,200.3,11.4,5.37,73.3,0,4
2024-04-25 03:00,401.3,0.0,197.9,13.7,5.44,82.3,0,4
2024-04-25 04:00,412.1,0.0,203.5,16.8,5.91,81.8,0,4
2024-04-25 05:00,361.1,0.0,195.6,14.1,4.46,77.7,0,4
2024-04-25 06:00,362.2,0.0,212.8,19.7,5.02,69.5,0,4
2024-04-25 07:00,363.5,100.4,199.3,20.4,4.1,58.5,0,4
2024-04-25 08:00,377.4,227.8,178.9,17.9,3.61,62.1,0,4
2024-04-25 09:00,399.1,315.6,196.7,22.0,4.5,36.8,0,4
2024-04-25 10:00,346.6,398.8,127.3,23.9,1.56,44.1,0,4
2024-04-25 11:00,382.7,421.5,123.8,25.0,1.86,39.9,0,4
2024-04-25 12:00,380.8,436.4,131.7,26.4,1.36,31.7,0,4
2024-04-25 13:00,373.2,438.1,119.4,25.1,1.04,24.7,0,4
2024-04-25 14:00,393.0,376.0,114.6,22.6,0.5,36.2,0,4
2024-04-25 15:00,390.0,305.3,101.3,24.3,0.5,31.4,0,4
2024-04-25 16:00,407.1,220.0,98.9,16.2,0.5,22.4,0,4
2024-04-25 17:00,335.2,135.6,104.4,17.6,0.5,47.3,0,4
2024-04-25 18:00,363.0,0.0,112.4,14.6,0.5,54.2,0,4
2024-04-25 19:00,411.5,0.0,112.0,15.9,0.5,50.0,0,4
2024-04-25 20:00,461.7,0.0,108.0,15.6,0.82,57.5,0,4
2024-04-25 21:00,411.7,0.0,119.2,10.0,1.49,76.1,0,4
2024-04-25 22:00,400.2,0.0,156.5,11.8,1.97,60.6,0,4
2024-04-25 23:00,384.6,0.0,150.2,10.6,2.23,61.8,0,4
2024-04-26 00:00,360.3,0.0,175.3,11.0,3.5,72.5,0,5
2024-04-26 01:00,390.3,0.0,174.3,12.1,3.19,90.3,0,5
2024-04-26 02:00,389.1,0.0,191.1,10.0,3.78,79.0,0,5
2024-04-26 03:00,402.1,0.0,184.9,13.5,4.75,72.0,0,5
2024-04-26 04:00,392.2,0.0,194.9,16.8,4.83,87.8,0,5
2024-04-26 05:00,381.4,0.0,187.3,14.1,4.69,75.7,0,5
2024-04-26 06:00,388.2,0.0,180.7,16.7,4.65,52.6,0,5
2024-04-26 07:00,387.2,145.8,151.7,15.4,3.04,52.0,0,5
2024-04-26 08:00,398.6,207.1,186.8,20.9,3.74,55.9,0,5
2024-04-26 09:00,375.0,303.7,133.9,25.6,1.77,41.4,0,5
2024-04-26 10:00,383.8,405.1,173.6,21.6,3.3,50.8,0,5
2024-04-26 11:00,395.5,436.8,90.4,22.6,0.73,37.9,0,5
2024-04-26 12:00,415.5,429.2,106.1,22.4,0.5,32.8,0,5
2024-04-26 13:00,388.8,443.2,119.3,26.7,1.24,28.0,0,5
2024-04-26 14:00,392.3,391.6,98.8,22.9,0.5,20.0,0,5
2024-04-26 15:00,415.8,305.7,95.5,26.0,0.5,28.0,0,5
2024-04-26 16:00,356.7,217.0,94.9,20.2,0.5,34.8,0,5
2024-04-26 17:00,348.0,132.4,103.5,18.7,0.5,40.2,0,5
2024-04-26 18:00,388.4,20.2,106.2,19.8,0.5,50.2,0,5
2024-04-26 19:00,440.3,0.0,104.6,15.0,1.24,54.8,0,5
2024-04-26 20:00,418.9,0.0,106.3,10.9,0.68,56.0,0,5
2024-04-26 21:00,428.0,0.0,118.0,15.2,1.64,53.5,0,5
2024-04-26 22:00,357.4,0.0,127.3,10.2,1.75,64.2,0,5
2024-04-26 23:00,399.6,0.0,108.7,10.0,1.02,87.0,0,5
2024-04-27 00:00,464.2,0.0,153.1,10.0,2.8,88.5,1,6
2024-04-27 01:00,422.6,0.0,184.3,12.3,4.23,69.8,1,6
2024-04-27 02:00,428.5,0.0,188.8,10.0,4.47,79.4,1,6
2024-04-27 03:00,447.6,0.0,167.2,10.0,4.47,70.2,1,6
2024-04-27 04:00,383.1,0.0,214.7,15.8,5.83,74.5,1,6
2024-04-27 05:00,457.5,0.0,191.1,15.1,4.29,69.1,1,6
2024-04-27 06:00,426.2,7.4,164.7,15.2,3.64,65.2,1,6
2024-04-27 07:00,449.1,113.7,202.6,19.8,5.28,67.2,1,6
2024-04-27 08:00,450.9,217.5,145.0,22.9,3.12,55.3,1,6
2024-04-27 09:00,420.4,336.5,141.5,22.6,2.74,52.0,1,6
2024-04-27 10:00,438.6,377.8,115.2,26.5,0.95,45.5,1,6
2024-04-27 11:00,385.1,420.2,117.3,26.3,0.5,40.8,1,6
2024-04-27 12:00,467.2,422.5,90.5,22.8,0.5,32.0,1,6
2024-04-27 13:00,407.7,466.1,127.8,26.8,0.99,30.1,1,6
2024-04-27 14:00,427.1,394.7,115.5,24.4,0.5,29.7,1,6
2024-04-27 15:00,435.6,328.5,115.7,23.7,0.5,40.5,1,6
2024-04-27 16:00,401.8,230.2,126.1,18.3,0.5,29.6,1,6
2024-04-27 17:00,432.2,114.8,88.0,15.1,0.5,41.8,1,6
2024-04-27 18:00,451.5,14.4,101.5,17.5,0.5,27.2,1,6
2024-04-27 19:00,496.3,0.0,98.5,15.6,0.52,50.1,1,6
2024-04-27 20:00,457.1,0.0,108.1,16.1,0.69,56.4,1,6
2024-04-27 21:00,460.8,0.0,129.7,10.4,0.84,55.8,1,6
2024-04-27 22:00,431.3,0.0,146.4,13.6,3.15,58.9,1,6
2024-04-27 23:00,422.9,0.0,149.6,10.0,2.23,81.4,1,6
2024-04-28 00:00,452.7,0.0,208.9,11.2,4.88,66.3,1,7
2024-04-28 01:00,425.9,0.0,185.7,10.0,4.73,81.5,1,7
2024-04-28 02:00,444.1,0.0,210.3,10.0,5.83,80.0,1,7
2024-04-28 03:00,422.5,0.0,212.4,10.5,5.55,69.7,1,7
2024-04-28 04:00,442.5,0.0,205.0,13.7,4.89,79.4,1,7
2024-04-28 05:00,446.1,0.0,180.3,13.2,4.73,81.0,1,7
2024-04-28 06:00,464.2,0.0,156.7,17.7,3.41,67.8,1,7
2024-04-28 07:00,460.7,107.0,157.9,20.3,3.2,57.0,1,7
2024-04-28 08:00,443.9,230.6,171.3,22.0,3.75,56.9,1,7
2024-04-28 09:00,412.2,317.7,136.4,22.9,2.48,47.3,1,7
2024-04-28 10:00,444.1,383.2,141.5,20.8,2.16,44.0,1,7
2024-04-28 11:00,432.7,440.1,122.9,24.9,1.49,31.5,1,7
2024-04-28 12:00,423.5,439.1,106.9,19.8,0.6,48.8,1,7
2024-04-28 13:00,443.2,443.5,101.7,24.4,0.59,22.0,1,7
2024-04-28 14:00,409.4,402.0,100.4,23.7,0.5,36.1,1,7
2024-04-28 15:00,451.5,316.9,89.8,22.1,0.5,29.8,1,7
2024-04-28 16:00,440.9,212.2,125.9,19.7,0.5,42.0,1,7
2024-04-28 17:00,439.6,129.1,113.2,19.3,0.5,36.3,1,7
2024-04-28 18:00,419.7,5.0,110.3,19.1,0.5,40.3,1,7
2024-04-28 19:00,463.5,0.0,93.0,14.7,0.52,58.7,1,7
2024-04-28 20:00,504.3,0.0,109.3,13.2,0.68,51.3,1,7
2024-04-28 21:00,485.1,0.0,79.7,12.1,0.5,52.3,1,7
2024-04-28 22:00,471.5,0.0,130.1,13.0,1.91,90.2,1,7
2024-04-28 23:00,400.5,0.0,146.4,10.0,3.37,84.6,1,7
2024-04-29 00:00,399.3,0.0,162.7,10.0,3.85,80.1,0,1
2024-04-29 01:00,343.7,0.0,193.4,10.0,4.64,73.4,0,1
2024-04-29 02:00,377.1,0.0,185.8,12.5,4.52,76.8,0,1
2024-04-29 03:00,385.8,0.0,190.0,10.0,4.47,82.8,0,1
2024-04-29 04:00,383.2,0.0,211.9,11.5,4.89,61.4,0,1
2024-04-29 05:00,402.6,0.0,185.5,12.2,4.55,75.0,0,1
2024-04-29 06:00,416.8,4.2,164.9,15.6,3.42,68.2,0,1
2024-04-29 07:00,414.8,119.9,180.7,19.5,4.11,55.8,0,1
2024-04-29 08:00,390.0,240.0,179.2,18.5,4.28,59.7,0,1
2024-04-29 09:00,388.5,290.7,128.8,20.4,2.32,36.1,0,1
2024-04-29 10:00,374.1,374.1,121.1,18.9,1.95,41.4,0,1
2024-04-29 11:00,364.1,437.4,122.7,24.7,0.89,39.5,0,1
2024-04-29 12:00,375.7,450.1,97.7,25.2,0.5,35.1,0,1
2024-04-29 13:00,361.7,413.8,85.0,23.4,0.5,23.9,0,1
2024-04-29 14:00,389.2,390.2,81.3,20.6,0.5,23.8,0,1
2024-04-29 15:00,387.6,305.4,102.0,23.3,0.5,23.9,0,1
2024-04-29 16:00,377.8,219.0,89.2,18.0,0.5,30.7,0,1
2024-04-29 17:00,383.3,106.4,112.7,18.0,0.5,37.0,0,1
2024-04-29 18:00,388.7,0.0,95.7,14.6,0.5,50.8,0,1
2024-04-29 19:00,422.8,0.0,113.4,17.3,0.5,41.7,0,1
2024-04-29 20:00,418.9,0.0,93.9,14.3,0.5,52.8,0,1
2024-04-29 21:00,444.9,0.0,111.9,14.0,0.5,72.7,0,1
2024-04-29 22:00,370.6,0.0,137.0,10.0,1.91,57.5,0,1
2024-04-29 23:00,377.3,0.0,122.5,12.8,2.11,70.1,0,1
2024-04-30 00:00,371.9,0.0,149.5,11.2,3.07,75.3,0,2
2024-04-30 01:00,366.9,0.0,181.0,10.2,3.99,76.5,0,2
2024-04-30 02:00,355.0,0.0,194.6,14.2,4.68,87.0,0,2
2024-04-30 03:00,401.5,0.0,187.8,10.0,4.01,74.0,0,2
2024-04-30 04:00,385.4,0.0,181.5,14.0,4.08,75.3,0,2
2024-04-30 05:00,389.7,0.0,164.0,11.5,4.36,72.2,0,2
2024-04-30 06:00,392.5,8.7,185.0,16.7,4.68,73.4,0,2
2024-04-30 07:00,425.1,127.1,179.8,15.0,3.89,68.5,0,2
2024-04-30 08:00,430.0,210.9,175.8,21.3,3.17,54.1,0,2
2024-04-30 09:00,390.5,307.1,154.4,21.3,3.57,38.7,0,2
2024-04-30 10:00,353.0,388.3,146.5,23.5,2.61,36.6,0,2
2024-04-30 11:00,413.4,438.0,126.0,24.9,1.79,36.9,0,2
2024-04-30 12:00,397.3,456.9,89.2,20.8,0.5,31.0,0,2
2024-04-30 13:00,396.0,446.1,101.6,24.1,0.5,41.5,0,2
2024-04-30 14:00,373.7,378.1,104.8,23.8,0.5,20.7,0,2
2024-04-30 15:00,372.6,331.9,106.4,24.4,0.5,20.0,0,2
2024-04-30 16:00,389.3,212.5,122.8,21.4,0.5,24.4,0,2
